SECTOR_ID,SECTOR_NAME,ENODEBID,ENODEB_NAME,FREQBAND,FREQUENCY,EARFCN,AZIMUTH,LONGITUDE,LATITUDE,STYLE,HEIGHT,K_DIST,,
565633-2,官渡太平寺-HLH-2,565633,官渡太平寺-HLH,39,1890,38350,130,102.727,24.98867,OUTDOOR,30,310.663,,
565633-1,官渡太平寺-HLH-1,565633,官渡太平寺-HLH,39,1890,38350,60,102.727,24.98867,OUTDOOR,30,310.663,,
566987-3,官渡太平村-HLH-3,566987,官渡太平村-HLH,39,1890,38350,240,102.763,25.03573,OUTDOOR,17,295.42,,
566987-2,官渡太平村-HLH-2,566987,官渡太平村-HLH,39,1890,38350,120,102.763,25.03573,OUTDOOR,17,295.42,,
566987-1,官渡太平村-HLH-1,566987,官渡太平村-HLH,39,1890,38350,20,102.763,25.03573,OUTDOOR,17,295.42,,
566988-3,官渡太平村178号-HLH-3,566988,官渡太平村178号-HLH,39,1890,38350,290,102.765,25.03384,OUTDOOR,21,295.418,,
566988-2,官渡太平村178号-HLH-2,566988,官渡太平村178号-HLH,39,1890,38350,160,102.765,25.03384,OUTDOOR,21,295.418,,
566988-1,官渡太平村178号-HLH-1,566988,官渡太平村178号-HLH,39,1890,38350,40,102.765,25.03384,OUTDOOR,21,295.418,,
565710-3,官渡姚家坝村灯杆-HLH-3,565710,官渡姚家坝村灯杆-HLH,39,1890,38350,230,102.732,24.96735,OUTDOOR,30,334.743,,
565710-2,官渡姚家坝村灯杆-HLH-2,565710,官渡姚家坝村灯杆-HLH,39,1890,38350,130,102.732,24.96735,OUTDOOR,30,334.743,,
565710-1,官渡姚家坝村灯杆-HLH-1,565710,官渡姚家坝村灯杆-HLH,39,1890,38350,20,102.732,24.96735,OUTDOOR,30,334.743,,
565492-3,官渡宏德村320号-HLH-3,565492,官渡宏德村320号-HLH,39,1890,38350,280,102.726,24.99137,OUTDOOR,27,310.663,,
565492-2,官渡宏德村320号-HLH-2,565492,官渡宏德村320号-HLH,39,1890,38350,120,102.726,24.99137,OUTDOOR,27,310.663,,
565492-1,官渡宏德村320号-HLH-1,565492,官渡宏德村320号-HLH,39,1890,38350,0,102.726,24.99137,OUTDOOR,27,310.663,,
565494-3,官渡宏盛机电灯杆-HLH-3,565494,官渡宏盛机电灯杆-HLH,39,1890,38350,270,102.749,24.988197,OUTDOOR,32,325.202,,
565494-2,官渡宏盛机电灯杆-HLH-2,565494,官渡宏盛机电灯杆-HLH,39,1890,38350,120,102.749,24.988197,OUTDOOR,32,325.202,,
565494-1,官渡宏盛机电灯杆-HLH-1,565494,官渡宏盛机电灯杆-HLH,39,1890,38350,0,102.749,24.988197,OUTDOOR,32,325.202,,
567241-3,官渡官房木业集装箱-HLH-3,567241,官渡官房木业集装箱-HLH,39,1890,38350,230,102.752,24.99916,OUTDOOR,10,362.518,,
567241-2,官渡官房木业集装箱-HLH-2,567241,官渡官房木业集装箱-HLH,39,1890,38350,130,102.752,24.99916,OUTDOOR,10,362.518,,
567241-1,官渡官房木业集装箱-HLH-1,567241,官渡官房木业集装箱-HLH,39,1890,38350,40,102.752,24.99916,OUTDOOR,10,362.518,,
564499-2,官渡官渡秧田冲-HLH-2,564499,官渡官渡秧田冲-HLH,39,1890,38350,310,102.867,25.09281,OUTDOOR,14,711.068,,
564499-1,官渡官渡秧田冲-HLH-1,564499,官渡官渡秧田冲-HLH,39,1890,38350,130,102.867,25.09281,OUTDOOR,14,711.068,,
565408-3,官渡宝海豪园-HLH-3,565408,官渡宝海豪园-HLH,39,1890,38350,200,102.734,25.01446,OUTDOOR,42,218.6,,
565408-2,官渡宝海豪园-HLH-2,565408,官渡宝海豪园-HLH,39,1890,38350,95,102.734,25.01446,OUTDOOR,42,218.6,,
565408-1,官渡宝海豪园-HLH-1,565408,官渡宝海豪园-HLH,39,1890,38350,10,102.734,25.01446,OUTDOOR,42,218.6,,
567315-2,官渡宝海路地税局路灯站-HLH-2,567315,官渡宝海路地税局路灯站-HLH,39,1890,38350,190,102.738,25.00442,OUTDOOR,20,212.031,,
567315-1,官渡宝海路地税局路灯站-HLH-1,567315,官渡宝海路地税局路灯站-HLH,39,1890,38350,320,102.738,25.00442,OUTDOOR,20,212.031,,
565678-3,官渡小喜收费站-HLH-3,565678,官渡小喜收费站-HLH,39,1890,38350,290,102.783,24.988834,OUTDOOR,30,367.819,,
565678-2,官渡小喜收费站-HLH-2,565678,官渡小喜收费站-HLH,39,1890,38350,180,102.783,24.988834,OUTDOOR,30,367.819,,
565678-1,官渡小喜收费站-HLH-1,565678,官渡小喜收费站-HLH,39,1890,38350,20,102.783,24.988834,OUTDOOR,30,367.819,,
567596-3,官渡小普路劲华陶瓷有限公司HL-HLH-3,567596,官渡小普路劲华陶瓷有限公司HL-HLH,39,1890,38350,300,102.792,24.98913,OUTDOOR,28,369.727,,
567596-2,官渡小普路劲华陶瓷有限公司HL-HLH-2,567596,官渡小普路劲华陶瓷有限公司HL-HLH,39,1890,38350,160,102.792,24.98913,OUTDOOR,28,369.727,,
567596-1,官渡小普路劲华陶瓷有限公司HL-HLH-1,567596,官渡小普路劲华陶瓷有限公司HL-HLH,39,1890,38350,30,102.792,24.98913,OUTDOOR,28,369.727,,
565808-3,官渡小板桥一组新村44号-HLH-3,565808,官渡小板桥一组新村44号-HLH,39,1890,38350,210,102.772,24.973,OUTDOOR,33,357.274,,
565808-2,官渡小板桥一组新村44号-HLH-2,565808,官渡小板桥一组新村44号-HLH,39,1890,38350,100,102.772,24.973,OUTDOOR,33,357.274,,
565808-1,官渡小板桥一组新村44号-HLH-1,565808,官渡小板桥一组新村44号-HLH,39,1890,38350,0,102.772,24.973,OUTDOOR,33,357.274,,
565673-3,官渡小板桥四组新村-HLH-3,565673,官渡小板桥四组新村-HLH,39,1890,38350,250,102.777,24.9815,OUTDOOR,30,295.678,,
565673-2,官渡小板桥四组新村-HLH-2,565673,官渡小板桥四组新村-HLH,39,1890,38350,150,102.777,24.9815,OUTDOOR,30,295.678,,
565673-1,官渡小板桥四组新村-HLH-1,565673,官渡小板桥四组新村-HLH,39,1890,38350,10,102.777,24.9815,OUTDOOR,30,295.678,,
565677-3,官渡小麻苴新村-HLH-3,565677,官渡小麻苴新村-HLH,39,1890,38350,245,102.784,25.000929,OUTDOOR,20,290.63,,
565677-2,官渡小麻苴新村-HLH-2,565677,官渡小麻苴新村-HLH,39,1890,38350,125,102.784,25.000929,OUTDOOR,20,290.63,,
565677-1,官渡小麻苴新村-HLH-1,565677,官渡小麻苴新村-HLH,39,1890,38350,0,102.784,25.000929,OUTDOOR,20,290.63,,
565415-3,官渡岔街-HLH-3 ,565415,官渡岔街-HLH,39,1890,38350,290,102.731,25.03302,OUTDOOR,24,44.515,,
565415-2,官渡岔街-HLH-2,565415,官渡岔街-HLH,39,1890,38350,145,102.731,25.03302,OUTDOOR,24,44.515,,
565415-1,官渡岔街-HLH-1,565415,官渡岔街-HLH,39,1890,38350,0,102.731,25.03302,OUTDOOR,24,44.515,,
565035-3,官渡工业园区纯美-HLH-3,565035,官渡工业园区纯美-HLH,39,1890,38350,220,102.868,25.026388,OUTDOOR,20,335.771,,
565035-2,官渡工业园区纯美-HLH-2,565035,官渡工业园区纯美-HLH,39,1890,38350,120,102.868,25.026388,OUTDOOR,20,335.771,,
565035-1,官渡工业园区纯美-HLH-1,565035,官渡工业园区纯美-HLH,39,1890,38350,0,102.868,25.026388,OUTDOOR,20,335.771,,
567183-3,官渡广源小区灯杆-HLH-3,567183,官渡广源小区灯杆-HLH,39,1890,38350,280,102.739,24.96481,OUTDOOR,20,279.198,,
567183-2,官渡广源小区灯杆-HLH-2,567183,官渡广源小区灯杆-HLH,39,1890,38350,150,102.739,24.96481,OUTDOOR,20,279.198,,
567183-1,官渡广源小区灯杆-HLH-1,567183,官渡广源小区灯杆-HLH,39,1890,38350,30,102.739,24.96481,OUTDOOR,20,279.198,,
565036-3,官渡泰山公司-HLH-3,565036,官渡泰山公司-HLH,39,1890,38350,260,102.859,25.034,OUTDOOR,18,884.955,,
565036-2,官渡泰山公司-HLH-2,565036,官渡泰山公司-HLH,39,1890,38350,110,102.859,25.034,OUTDOOR,18,884.955,,
565036-1,官渡泰山公司-HLH-1,565036,官渡泰山公司-HLH,39,1890,38350,0,102.859,25.034,OUTDOOR,18,884.955,,
566989-3,官渡泰来物流仓库-HLH-3,566989,官渡泰来物流仓库-HLH,39,1890,38350,300,102.782,25.01369,OUTDOOR,26,526.861,,
566989-2,官渡泰来物流仓库-HLH-2,566989,官渡泰来物流仓库-HLH,39,1890,38350,220,102.782,25.01369,OUTDOOR,16,526.861,,
566989-1,官渡泰来物流仓库-HLH-1,566989,官渡泰来物流仓库-HLH,39,1890,38350,60,102.782,25.01369,OUTDOOR,16,526.861,,
567220-3,官渡洗车美容护理中心-HLH-3,567220,官渡洗车美容护理中心-HLH,39,1890,38350,240,102.793,25.001207,OUTDOOR,20,254.363,,
567220-2,官渡洗车美容护理中心-HLH-2,567220,官渡洗车美容护理中心-HLH,39,1890,38350,120,102.793,25.001207,OUTDOOR,20,254.363,,
567220-1,官渡洗车美容护理中心-HLH-1,567220,官渡洗车美容护理中心-HLH,39,1890,38350,350,102.793,25.001207,OUTDOOR,20,254.363,,
566967-3,官渡活猪市场-HLH-3,566967,官渡活猪市场-HLH,39,1890,38350,230,102.751,25.04082,OUTDOOR,27,369.6,,
566967-2,官渡活猪市场-HLH-2,566967,官渡活猪市场-HLH,39,1890,38350,110,102.751,25.04082,OUTDOOR,27,369.6,,
566967-1,官渡活猪市场-HLH-1,566967,官渡活猪市场-HLH,39,1890,38350,50,102.751,25.04082,OUTDOOR,27,369.6,,
565756-3,官渡浙云建材市场-HLH-3,565756,官渡浙云建材市场-HLH,39,1890,38350,290,102.746,24.98604,OUTDOOR,60,239.52,,
565756-2,官渡浙云建材市场-HLH-2,565756,官渡浙云建材市场-HLH,39,1890,38350,170,102.746,24.98604,OUTDOOR,60,239.52,,
565756-1,官渡浙云建材市场-HLH-1,565756,官渡浙云建材市场-HLH,39,1890,38350,50,102.746,24.98604,OUTDOOR,60,239.52,,
565486-3,官渡浩宏园春物流-HLH-3,565486,官渡浩宏园春物流-HLH,39,1890,38350,240,102.769,25.0048,OUTDOOR,24,306.512,,
565486-2,官渡浩宏园春物流-HLH-2,565486,官渡浩宏园春物流-HLH,39,1890,38350,140,102.769,25.0048,OUTDOOR,24,306.512,,
565486-1,官渡浩宏园春物流-HLH-1,565486,官渡浩宏园春物流-HLH,39,1890,38350,40,102.769,25.0048,OUTDOOR,24,306.512,,
568027-3,官渡海伦国际小区公共绿化带集装箱-HLH-3,568027,官渡海伦国际小区公共绿化带集装箱-HLH,39,1890,38350,265,102.746,24.97556,OUTDOOR,15,401.244,,
568027-2,官渡海伦国际小区公共绿化带集装箱-HLH-2,568027,官渡海伦国际小区公共绿化带集装箱-HLH,39,1890,38350,150,102.746,24.97556,OUTDOOR,15,401.244,,
568027-1,官渡海伦国际小区公共绿化带集装箱-HLH-1,568027,官渡海伦国际小区公共绿化带集装箱-HLH,39,1890,38350,40,102.746,24.97556,OUTDOOR,15,401.244,,
567075-3,官渡海伦国际小区生活区集装箱-HLH-3,567075,官渡海伦国际小区生活区集装箱-HLH,39,1890,38350,350,102.75,24.975883,OUTDOOR,12,265.113,,
567075-2,官渡海伦国际小区生活区集装箱-HLH-2,567075,官渡海伦国际小区生活区集装箱-HLH,39,1890,38350,230,102.75,24.975883,OUTDOOR,12,265.113,,
567075-1,官渡海伦国际小区生活区集装箱-HLH-1,567075,官渡海伦国际小区生活区集装箱-HLH,39,1890,38350,70,102.75,24.975883,OUTDOOR,12,265.113,,
567646-2,官渡润泰苑4栋-HLH-2,567646,官渡润泰苑4栋-HLH,39,1890,38350,320,102.752,25.033611,OUTDOOR,54,227.087,,
567646-1,官渡润泰苑4栋-HLH-1,567646,官渡润泰苑4栋-HLH,39,1890,38350,200,102.752,25.033611,OUTDOOR,54,227.087,,
565393-3,官渡滇池领秀二期-HLH-3,565393,官渡滇池领秀二期-HLH,39,1890,38350,200,102.714,24.9832,OUTDOOR,54,75.043,,
565393-2,官渡滇池领秀二期-HLH-2,565393,官渡滇池领秀二期-HLH,39,1890,38350,100,102.714,24.9832,OUTDOOR,54,75.043,,
565393-1,官渡滇池领秀二期-HLH-1,565393,官渡滇池领秀二期-HLH,39,1890,38350,325,102.714,24.9832,OUTDOOR,54,75.043,,
565037-3,官渡焦化制气厂-HLH-3,565037,官渡焦化制气厂-HLH,39,1890,38350,240,102.882,25.037222,OUTDOOR,17,525.032,,
565037-2,官渡焦化制气厂-HLH-2,565037,官渡焦化制气厂-HLH,39,1890,38350,120,102.882,25.037222,OUTDOOR,17,525.032,,
565037-1,官渡焦化制气厂-HLH-1,565037,官渡焦化制气厂-HLH,39,1890,38350,0,102.882,25.037222,OUTDOOR,17,525.032,,
567489-3,官渡焦化制气厂办公楼-HLH-3,567489,官渡焦化制气厂办公楼-HLH,39,1890,38350,320,102.886,25.04014,OUTDOOR,21,525.04,,
567489-2,官渡焦化制气厂办公楼-HLH-2,567489,官渡焦化制气厂办公楼-HLH,39,1890,38350,160,102.886,25.04014,OUTDOOR,21,525.04,,
567489-1,官渡焦化制气厂办公楼-HLH-1,567489,官渡焦化制气厂办公楼-HLH,39,1890,38350,30,102.886,25.04014,OUTDOOR,21,525.04,,
567892-2,官渡熬春苑8栋路灯站-HLH-2,567892,官渡熬春苑8栋路灯站-HLH,39,1890,38350,230,102.747,24.96994,OUTDOOR,12,383.48,,
567892-1,官渡熬春苑8栋路灯站-HLH-1,567892,官渡熬春苑8栋路灯站-HLH,39,1890,38350,40,102.747,24.96994,OUTDOOR,12,383.48,,
565578-3,官渡牛街庄-HLH-3,565578,官渡牛街庄-HLH,39,1890,38350,220,102.769,25.01036,OUTDOOR,30,242.495,,
565578-2,官渡牛街庄-HLH-2,565578,官渡牛街庄-HLH,39,1890,38350,110,102.769,25.01036,OUTDOOR,30,242.495,,
565578-1,官渡牛街庄-HLH-1,565578,官渡牛街庄-HLH,39,1890,38350,5,102.769,25.01036,OUTDOOR,30,242.495,,
565582-3,官渡牛街庄农行-HLH-3,565582,官渡牛街庄农行-HLH,39,1890,38350,260,102.767,25.01202,OUTDOOR,26,242.496,,
565582-2,官渡牛街庄农行-HLH-2,565582,官渡牛街庄农行-HLH,39,1890,38350,130,102.767,25.01202,OUTDOOR,26,242.496,,
565582-1,官渡牛街庄农行-HLH-1,565582,官渡牛街庄农行-HLH,39,1890,38350,340,102.767,25.01202,OUTDOOR,26,242.496,,
566978-3,官渡牛街庄新村-HLH-3,566978,官渡牛街庄新村-HLH,39,1890,38350,240,102.778,25.01629,OUTDOOR,21,275.679,,
566978-2,官渡牛街庄新村-HLH-2,566978,官渡牛街庄新村-HLH,39,1890,38350,120,102.778,25.01629,OUTDOOR,21,275.679,,
566978-1,官渡牛街庄新村-HLH-1,566978,官渡牛街庄新村-HLH,39,1890,38350,0,102.778,25.01629,OUTDOOR,23,275.679,,
565579-3,官渡牛街庄村299号-HLH-3,565579,官渡牛街庄村299号-HLH,39,1890,38350,230,102.772,25.00891,OUTDOOR,33,375.082,,
565579-2,官渡牛街庄村299号-HLH-2,565579,官渡牛街庄村299号-HLH,39,1890,38350,120,102.772,25.00891,OUTDOOR,33,375.082,,
565579-1,官渡牛街庄村299号-HLH-1,565579,官渡牛街庄村299号-HLH,39,1890,38350,30,102.772,25.00891,OUTDOOR,33,375.082,,
33162-1,官渡玉春苑二号门路灯站-HLH-1,33162,官渡玉春苑二号门路灯站-HLH,39,1890,38350,20,102.757,24.97146,OUTDOOR,12,305.877,,
566993-3,官渡王大桥灯杆-HLH-3,566993,官渡王大桥灯杆-HLH,39,1890,38350,220,102.747,25.04449,OUTDOOR,27,223.472,,
566993-2,官渡王大桥灯杆-HLH-2,566993,官渡王大桥灯杆-HLH,39,1890,38350,120,102.747,25.04449,OUTDOOR,27,223.472,,
566993-1,官渡王大桥灯杆-HLH-1,566993,官渡王大桥灯杆-HLH,39,1890,38350,280,102.747,25.04449,OUTDOOR,27,223.472,,
565558-3,官渡玫瑰湾5栋-HLH-3,565558,官渡玫瑰湾5栋-HLH,39,1890,38350,250,102.723,24.98729,OUTDOOR,39,223.487,,
565558-2,官渡玫瑰湾5栋-HLH-2,565558,官渡玫瑰湾5栋-HLH,39,1890,38350,110,102.723,24.98729,OUTDOOR,39,223.487,,
565558-1,官渡玫瑰湾5栋-HLH-1,565558,官渡玫瑰湾5栋-HLH,39,1890,38350,320,102.723,24.98729,OUTDOOR,39,223.487,,
565559-3,官渡玫瑰湾商铺S419-HLH-3,565559,官渡玫瑰湾商铺S419-HLH,39,1890,38350,270,102.721,24.98533,OUTDOOR,19,210.148,,
565559-2,官渡玫瑰湾商铺S419-HLH-2,565559,官渡玫瑰湾商铺S419-HLH,39,1890,38350,140,102.721,24.98533,OUTDOOR,19,210.148,,
565559-1,官渡玫瑰湾商铺S419-HLH-1,565559,官渡玫瑰湾商铺S419-HLH,39,1890,38350,10,102.721,24.98533,OUTDOOR,19,210.148,,
567488-3,官渡珥季路强林石化灯杆-HLH-3,567488,官渡珥季路强林石化灯杆-HLH,39,1890,38350,260,102.745,24.95842,OUTDOOR,30,264.97,,
567488-2,官渡珥季路强林石化灯杆-HLH-2,567488,官渡珥季路强林石化灯杆-HLH,39,1890,38350,110,102.745,24.95842,OUTDOOR,30,264.97,,
567488-1,官渡珥季路强林石化灯杆-HLH-1,567488,官渡珥季路强林石化灯杆-HLH,39,1890,38350,0,102.745,24.95842,OUTDOOR,30,264.97,,
568172-3,官渡珥家湾64号-HLH-3,568172,官渡珥家湾64号-HLH,39,1890,38350,230,102.726,25.02589,OUTDOOR,31,122.311,,
568172-2,官渡珥家湾64号-HLH-2,568172,官渡珥家湾64号-HLH,39,1890,38350,140,102.726,25.02589,OUTDOOR,31,122.311,,
568172-1,官渡珥家湾64号-HLH-1,568172,官渡珥家湾64号-HLH,39,1890,38350,350,102.726,25.02589,OUTDOOR,31,122.311,,
565438-3,官渡珥棕小村140-HLH-3,565438,官渡珥棕小村140-HLH,39,1890,38350,240,102.774,24.98175,OUTDOOR,24,295.678,,
565438-2,官渡珥棕小村140-HLH-2,565438,官渡珥棕小村140-HLH,39,1890,38350,120,102.774,24.98175,OUTDOOR,24,295.678,,
565438-1,官渡珥棕小村140-HLH-1,565438,官渡珥棕小村140-HLH,39,1890,38350,0,102.774,24.98175,OUTDOOR,24,295.678,,
566992-3,官渡瓦角村龙潭池灯杆-HLH-3,566992,官渡瓦角村龙潭池灯杆-HLH,39,1890,38350,240,102.86,25.04585,OUTDOOR,0,693.441,,
566992-2,官渡瓦角村龙潭池灯杆-HLH-2,566992,官渡瓦角村龙潭池灯杆-HLH,39,1890,38350,120,102.86,25.04585,OUTDOOR,0,693.441,,
566992-1,官渡瓦角村龙潭池灯杆-HLH-1,566992,官渡瓦角村龙潭池灯杆-HLH,39,1890,38350,0,102.86,25.04585,OUTDOOR,0,693.441,,
565402-3,官渡白得邑-HLH-3,565402,官渡白得邑-HLH,39,1890,38350,260,102.747,24.989974,OUTDOOR,30,325.204,,
565402-2,官渡白得邑-HLH-2,565402,官渡白得邑-HLH,39,1890,38350,140,102.747,24.989974,OUTDOOR,30,325.204,,
565402-1,官渡白得邑-HLH-1,565402,官渡白得邑-HLH,39,1890,38350,10,102.747,24.989974,OUTDOOR,30,325.204,,
565433-3,官渡白得邑新村-HLH-3,565433,官渡白得邑新村-HLH,39,1890,38350,270,102.749,24.992203,OUTDOOR,24,355.519,,
565433-2,官渡白得邑新村-HLH-2,565433,官渡白得邑新村-HLH,39,1890,38350,180,102.749,24.992203,OUTDOOR,24,355.519,,
565433-1,官渡白得邑新村-HLH-1,565433,官渡白得邑新村-HLH,39,1890,38350,40,102.749,24.992203,OUTDOOR,24,355.519,,
566960-3,官渡监狱对面会新园-HLH-3,566960,官渡监狱对面会新园-HLH,39,1890,38350,250,102.89,25.05914,OUTDOOR,20,620.029,,
566960-2,官渡监狱对面会新园-HLH-2,566960,官渡监狱对面会新园-HLH,39,1890,38350,150,102.89,25.05914,OUTDOOR,20,620.029,,
566960-1,官渡监狱对面会新园-HLH-1,566960,官渡监狱对面会新园-HLH,39,1890,38350,20,102.89,25.05914,OUTDOOR,20,620.029,,
565379-3,官渡盛方酒店（龙华饭店）-HLH-3,565379,官渡盛方酒店（龙华饭店）-HLH,39,1890,38350,260,102.743,25.03291,OUTDOOR,39,251.583,,
565379-2,官渡盛方酒店（龙华饭店）-HLH-2,565379,官渡盛方酒店（龙华饭店）-HLH,39,1890,38350,180,102.743,25.03291,OUTDOOR,39,251.583,,
565379-1,官渡盛方酒店（龙华饭店）-HLH-1,565379,官渡盛方酒店（龙华饭店）-HLH,39,1890,38350,30,102.743,25.03291,OUTDOOR,39,251.583,,
565604-3,官渡盛达物流-HLH-3,565604,官渡盛达物流-HLH,39,1890,38350,180,102.763,25.01156,OUTDOOR,24,400.693,,
565604-2,官渡盛达物流-HLH-2,565604,官渡盛达物流-HLH,39,1890,38350,115,102.763,25.01156,OUTDOOR,24,400.693,,
565604-1,官渡盛达物流-HLH-1,565604,官渡盛达物流-HLH,39,1890,38350,320,102.763,25.01156,OUTDOOR,24,400.693,,
566981-3,官渡省供销社-HLH-3,566981,官渡省供销社-HLH,39,1890,38350,210,102.757,25.02602,OUTDOOR,17,292.037,,
566981-2,官渡省供销社-HLH-2,566981,官渡省供销社-HLH,39,1890,38350,110,102.757,25.02602,OUTDOOR,17,292.037,,
566981-1,官渡省供销社-HLH-1,566981,官渡省供销社-HLH,39,1890,38350,0,102.757,25.02602,OUTDOOR,17,292.037,,
565607-2,官渡石林大厦-HLH-2,565607,官渡石林大厦-HLH,39,1890,38350,170,102.74,25.01954,OUTDOOR,30,112.235,,
565607-1,官渡石林大厦-HLH-1,565607,官渡石林大厦-HLH,39,1890,38350,320,102.74,25.01954,OUTDOOR,30,112.235,,
565606-3,官渡石虎关-HLH-3,565606,官渡石虎关-HLH,39,1890,38350,240,102.743,25.023374,OUTDOOR,27,359.182,,
565606-2,官渡石虎关-HLH-2,565606,官渡石虎关-HLH,39,1890,38350,155,102.743,25.023374,OUTDOOR,27,359.182,,
565606-1,官渡石虎关-HLH-1,565606,官渡石虎关-HLH,39,1890,38350,340,102.743,25.023374,OUTDOOR,27,359.182,,
567747-3,官渡福德卫生院集装箱-HLH-3,567747,官渡福德卫生院集装箱-HLH,39,1890,38350,320,102.722,25.011326,OUTDOOR,0,365.51,,
567747-2,官渡福德卫生院集装箱-HLH-2,567747,官渡福德卫生院集装箱-HLH,39,1890,38350,250,102.722,25.011326,OUTDOOR,0,365.51,,
567747-1,官渡福德卫生院集装箱-HLH-1,567747,官渡福德卫生院集装箱-HLH,39,1890,38350,90,102.722,25.011326,OUTDOOR,0,365.51,,
565450-3,官渡福德环保厂-HLH-3,565450,官渡福德环保厂-HLH,39,1890,38350,240,102.721,25.00761,OUTDOOR,24,235.377,,
565450-2,官渡福德环保厂-HLH-2,565450,官渡福德环保厂-HLH,39,1890,38350,120,102.721,25.00761,OUTDOOR,24,235.377,,
565450-1,官渡福德环保厂-HLH-1,565450,官渡福德环保厂-HLH,39,1890,38350,30,102.721,25.00761,OUTDOOR,24,235.377,,
567610-2,官渡福德立交路灯站-HLH-2,567610,官渡福德立交路灯站-HLH,39,1890,38350,350,102.726,25.02076,OUTDOOR,12,130.578,,
567610-1,官渡福德立交路灯站-HLH-1,567610,官渡福德立交路灯站-HLH,39,1890,38350,200,102.726,25.02076,OUTDOOR,12,130.578,,
565448-3,官渡福德花园-HLH-3,565448,官渡福德花园-HLH,39,1890,38350,240,102.723,25.00818,OUTDOOR,27,232.519,,
565448-2,官渡福德花园-HLH-2,565448,官渡福德花园-HLH,39,1890,38350,100,102.723,25.00818,OUTDOOR,27,232.519,,
565448-1,官渡福德花园-HLH-1,565448,官渡福德花园-HLH,39,1890,38350,0,102.723,25.00818,OUTDOOR,27,232.519,,
565652-3,官渡空军干休所-HLH-3,565652,官渡空军干休所-HLH,39,1890,38350,270,102.746,25.00999,OUTDOOR,12,316.49,,
565652-2,官渡空军干休所-HLH-2,565652,官渡空军干休所-HLH,39,1890,38350,170,102.746,25.00999,OUTDOOR,12,316.49,,
565652-1,官渡空军干休所-HLH-1,565652,官渡空军干休所-HLH,39,1890,38350,0,102.746,25.00999,OUTDOOR,12,316.49,,
565520-3,官渡空军被服厂-HLH-3,565520,官渡空军被服厂-HLH,39,1890,38350,300,102.782,25.0055,OUTDOOR,28,342.441,,
565520-2,官渡空军被服厂-HLH-2,565520,官渡空军被服厂-HLH,39,1890,38350,210,102.782,25.0055,OUTDOOR,27,342.441,,
565520-1,官渡空军被服厂-HLH-1,565520,官渡空军被服厂-HLH,39,1890,38350,60,102.782,25.0055,OUTDOOR,27,342.441,,
565819-3,官渡竹园村-HLH-3,565819,官渡竹园村-HLH,39,1890,38350,240,102.783,24.98405,OUTDOOR,23,336.023,,
565819-2,官渡竹园村-HLH-2,565819,官渡竹园村-HLH,39,1890,38350,80,102.783,24.98405,OUTDOOR,23,336.023,,
565819-1,官渡竹园村-HLH-1,565819,官渡竹园村-HLH,39,1890,38350,350,102.783,24.98405,OUTDOOR,23,336.023,,
33048-3,官渡第二污水处理厂灯杆-HLH-3,33048,官渡第二污水处理厂灯杆-HLH,39,1890,38350,220,102.717,24.977778,OUTDOOR,35,248.776,,
33048-2,官渡第二污水处理厂灯杆-HLH-2,33048,官渡第二污水处理厂灯杆-HLH,39,1890,38350,120,102.717,24.977778,OUTDOOR,35,248.776,,
33048-1,官渡第二污水处理厂灯杆-HLH-1,33048,官渡第二污水处理厂灯杆-HLH,39,1890,38350,20,102.717,24.977778,OUTDOOR,35,248.776,,
565631-3,官渡素馨酒店-HLH-3,565631,官渡素馨酒店-HLH,39,1890,38350,250,102.72,24.99991,OUTDOOR,33,308.857,,
565631-2,官渡素馨酒店-HLH-2,565631,官渡素馨酒店-HLH,39,1890,38350,150,102.72,24.99991,OUTDOOR,33,308.857,,
565631-1,官渡素馨酒店-HLH-1,565631,官渡素馨酒店-HLH,39,1890,38350,40,102.72,24.99991,OUTDOOR,33,308.857,,
567381-2,官渡红塔木业路灯站-HLH-2,567381,官渡红塔木业路灯站-HLH,39,1890,38350,100,102.769,24.99274,OUTDOOR,20,294.765,,
567381-1,官渡红塔木业路灯站-HLH-1,567381,官渡红塔木业路灯站-HLH,39,1890,38350,290,102.769,24.99274,OUTDOOR,20,294.765,,
565491-3,官渡红聚灯具市场-HLH-3,565491,官渡红聚灯具市场-HLH,39,1890,38350,300,102.756,25.00042,OUTDOOR,18,234.211,,
565491-2,官渡红聚灯具市场-HLH-2,565491,官渡红聚灯具市场-HLH,39,1890,38350,240,102.756,25.00042,OUTDOOR,18,234.211,,
565491-1,官渡红聚灯具市场-HLH-1,565491,官渡红聚灯具市场-HLH,39,1890,38350,40,102.756,25.00042,OUTDOOR,18,234.211,,
565445-3,官渡缝纫机厂-HLH-3,565445,官渡缝纫机厂-HLH,39,1890,38350,220,102.727,25.0204,OUTDOOR,30,185.767,,
565445-2,官渡缝纫机厂-HLH-2,565445,官渡缝纫机厂-HLH,39,1890,38350,120,102.727,25.0204,OUTDOOR,30,185.767,,
565445-1,官渡缝纫机厂-HLH-1,565445,官渡缝纫机厂-HLH,39,1890,38350,350,102.727,25.0204,OUTDOOR,30,185.767,,
565813-3,官渡耀发大酒店-HLH-3,565813,官渡耀发大酒店-HLH,39,1890,38350,290,102.78,24.99046,OUTDOOR,18,305.798,,
565813-2,官渡耀发大酒店-HLH-2,565813,官渡耀发大酒店-HLH,39,1890,38350,120,102.78,24.99046,OUTDOOR,18,305.798,,
